,area,convex_area,bbox_area,major_axis_length,minor_axis_length,perimeter,equivalent_diameter,mean_intensity,solidity,eccentricity,ratio_length,perimeter_ratio_major,perimeter_ratio_minor,area_ratio_convex,area_ratio_bbox,peri_over_dia,Finding
5,302,447,740,32.03994743,15.32630303,130.1898628,19.60913926,134.3576159,0.675615213,0.878169375,2.090520288,4.063360688,8.494537956,0.675615213,0.408108108,6.639244136,Normal
6,457,922,1035,52.44868219,26.61096503,213.3969696,24.12199146,246.6258206,0.495661605,0.861727446,1.970942509,4.068681246,8.019136825,0.495661605,0.441545894,8.846573467,Normal
7,211,340,432,27.16871424,15.44017358,99.84062043,16.39065416,135.6635071,0.620588235,0.822816519,1.75961197,3.674837888,6.466288734,0.620588235,0.488425926,6.091313954,Normal
1,138311,191372,203264,620.6180313,365.9323587,4493.258331,419.6463209,170.1589172,0.722733733,0.807676606,1.695991121,7.239973871,12.2789314,0.722733733,0.680450055,10.70725062,Normal
2,258,435,684,35.59393496,14.14091123,122.01829,18.12445317,138.0891473,0.593103448,0.917695588,2.517089202,3.428064082,8.628743085,0.593103448,0.377192982,6.732246697,Normal
1,89931,151993,185856,554.6046632,289.6844785,6311.664715,338.3839616,155.8206736,0.591678564,0.85274584,1.914512873,11.38047538,21.78806662,0.591678564,0.483874613,18.6523755,Normal
2,170,265,380,38.61538596,8.704574338,91.69848481,14.71226436,137.9,0.641509434,0.974262316,4.436217609,2.374661875,10.53451682,0.641509434,0.447368421,6.232792082,Normal
3,236,285,483,26.60220153,11.85304447,76.9766594,17.33448968,142.9618644,0.828070175,0.895248945,2.244334913,2.893619887,6.494252137,0.828070175,0.488612836,4.440664872,Normal
4,152,331,351,31.27523288,15.88596751,118.1776695,13.91159268,245.2894737,0.459214502,0.861391967,1.968733277,3.778634359,7.439123205,0.459214502,0.433048433,8.494905815,Normal
5,218,493,1054,67.15808362,8.615418612,143.4974747,16.66031875,142.5642202,0.442190669,0.991737259,7.795103946,2.136711874,16.65589116,0.442190669,0.20683112,8.613129008,Normal
6,104,142,210,16.40215021,9.424047108,47.79898987,11.50725478,134.0865385,0.732394366,0.81846128,1.740457154,2.914190473,5.072023656,0.732394366,0.495238095,4.153813466,Normal
7,251,380,713,37.16442758,12.09436433,111.254834,17.87688803,136.2669323,0.660526316,0.945566647,3.072871509,2.993583952,9.198898838,0.660526316,0.352033661,6.223389317,Normal
1,94900,117092,161792,552.0604075,246.1454624,2470.884523,347.6067214,158.949589,0.810473815,0.895099273,2.242821794,4.475750278,10.03831027,0.810473815,0.586555578,7.10827602,Normal
2,14800,23286,52824,470.5582921,54.04250431,1262.259018,137.2732504,145.0292568,0.635575024,0.993383119,8.707188872,2.682471097,23.35678249,0.635575024,0.280175678,9.195229332,Normal
4,1185,1246,1924,74.46102356,20.83366165,169.8111832,38.84313145,180.6227848,0.951043339,0.960060396,3.574072807,2.280537858,8.150808343,0.951043339,0.615904366,4.371717131,Normal
6,128,177,714,38.67026702,5.035915875,79.80508653,12.76615297,134.7734375,0.723163842,0.991484195,7.678894561,2.063732492,15.84718421,0.723163842,0.179271709,6.251302698,Normal
7,354,440,728,30.1297414,17.03004852,98.11879503,21.23032734,130.6214689,0.804545455,0.824937571,1.769210544,3.256542887,5.761510011,0.804545455,0.486263736,4.621633641,Normal
1,159,236,264,23.72501563,12.13361686,74.04163056,14.22831992,186.3081761,0.673728814,0.859326644,1.95531274,3.120825365,6.102189597,0.673728814,0.602272727,5.203821041,Normal
2,125,180,286,17.82682794,10.95487387,63.42031022,12.61566261,131.08,0.694444444,0.788904232,1.627296503,3.55757684,5.789232351,0.694444444,0.437062937,5.027108934,Normal
1,147759,201772,217600,632.7233383,398.1459501,6786.592601,433.7425525,170.8430349,0.732306762,0.777196829,1.589174367,10.72600328,17.04548947,0.732306762,0.679039522,15.64659165,Normal
2,292,359,525,25.71168336,15.79956831,88.18376618,19.28175166,140.0239726,0.813370474,0.788924731,1.627366196,3.429715781,5.581403522,0.813370474,0.556190476,4.573431281,Normal
3,676,1337,2255,51.41430183,29.75595473,226.6518036,29.33785834,135.8491124,0.505609574,0.81550602,1.727865978,4.408341562,7.617023404,0.505609574,0.299778271,7.725574272,Normal
4,193,270,420,25.76453483,12.93084733,94.59797975,15.67594438,130.9378238,0.714814815,0.86493405,1.992486197,3.671635463,7.31568298,0.714814815,0.45952381,6.034595267,Normal
2,610,626,770,35.70350563,21.79821024,93.59797975,27.8689096,166.7852459,0.974440895,0.791989915,1.637909959,2.621534723,4.293837829,0.974440895,0.792207792,3.358508858,Normal
3,1440,2158,3180,54.39228391,44.74419438,255.1787156,42.81897879,133.8638889,0.667284523,0.56859117,1.21562774,4.691450647,5.703057549,0.667284523,0.452830189,5.959476914,Normal
5,420,775,1054,37.61019591,24.79557533,170.3319985,23.12489154,131.5809524,0.541935484,0.751899261,1.516810778,4.528878256,6.869451352,0.541935484,0.398481973,7.365742588,Normal
6,280,471,2520,76.99264531,6.408294785,165.7523087,18.88139488,133.3964286,0.59447983,0.996530151,12.01452928,2.152833014,25.86527528,0.59447983,0.111111111,8.778605064,Normal
7,262,304,414,21.24122604,17.73983037,80.49137803,18.26441241,132.3320611,0.861842105,0.550006493,1.197374811,3.789394166,4.537325124,0.861842105,0.632850242,4.407006161,Normal
1,191,394,702,84.68811786,5.79342442,149.1066017,15.59451035,150.8743455,0.484771574,0.997657364,14.61797233,1.760655514,25.73721359,0.484771574,0.272079772,9.561480186,Normal
2,118,174,190,20.26865369,10.44328358,62.97056275,12.2573352,176.8728814,0.67816092,0.857044087,1.940831495,3.106795534,6.029766622,0.67816092,0.621052632,5.137377881,Normal
4,118,193,374,31.67331788,6.928867727,67.42031022,12.2573352,134.3220339,0.611398964,0.975778605,4.571211218,2.128615337,9.730350308,0.611398964,0.315508021,5.500405194,Normal
3,183,317,504,24.42890941,15.97656787,114.3614357,15.26443044,133.4808743,0.577287066,0.756492384,1.529046138,4.681397512,7.158072787,0.577287066,0.363095238,7.49202115,Normal
4,137,235,342,23.08070512,11.97263215,82.87005769,13.20733954,133.080292,0.582978723,0.854938698,1.927788713,3.590447399,6.921623971,0.582978723,0.400584795,6.274545866,Normal
1,475,1319,2112,44.15378427,31.42040746,210.2609307,24.5924538,142.7515789,0.360121304,0.702571647,1.405258169,4.762013814,6.691858815,0.360121304,0.224905303,8.549815012,Normal
2,974,1200,1800,89.26898677,17.06809376,246.4325035,35.21555504,152.610883,0.811666667,0.981551397,5.230167353,2.760561226,14.4381972,0.811666667,0.541111111,6.997831023,Normal
6,103,155,342,24.67192044,8.21278251,64.56244584,11.45179781,135.9320388,0.664516129,0.942969288,3.004087885,2.616839091,7.861214608,0.664516129,0.301169591,5.637756351,Normal
7,220,291,450,22.57351651,14.3724365,99.04772721,16.73656774,131.8,0.756013746,0.77111605,1.570611672,4.38778456,6.891505643,0.756013746,0.488888889,5.918042978,Normal
8,298,705,1044,36.95909234,29.23157116,162.2253967,19.47884453,138.704698,0.422695035,0.611923557,1.264355314,4.389323073,5.549663953,0.422695035,0.285440613,8.328286438,Normal
10,115,161,315,23.25898612,7.567584539,64.76955262,12.10051849,134.8347826,0.714285714,0.94558962,3.073501988,2.784710919,8.558814545,0.714285714,0.365079365,5.352626228,Normal
12,159,226,324,17.95773699,13.58581275,72.39087297,14.22831992,131.3522013,0.703539823,0.653943142,1.321800713,4.031180154,5.328416804,0.703539823,0.490740741,5.087801891,Normal
13,38650,54960,89376,341.6707733,220.851634,1896.580915,221.8348674,144.9182147,0.703238719,0.763009511,1.547060201,5.550901813,8.587579276,0.703238719,0.432442714,8.549516752,Normal
15,113,154,238,16.77820044,10.1568258,50.21320344,11.99483508,134.8584071,0.733766234,0.795952963,1.651913774,2.992764546,4.943788976,0.733766234,0.474789916,4.186235418,Normal
16,149,222,357,23.38391651,10.61100262,71.73401872,13.77362306,133.4765101,0.671171171,0.891117036,2.203742412,3.067664849,6.760343136,0.671171171,0.417366947,5.208071864,Normal
1,132,231,250,28.5226181,8.97006652,77.10660172,12.96408963,175.3333333,0.571428571,0.949260921,3.179755472,2.703349372,8.595989957,0.571428571,0.528,5.947706621,Normal
2,106,160,210,40.36753734,4.831204189,73.89949494,11.61737456,135.5566038,0.6625,0.992812467,8.355585017,1.830666417,15.29628889,0.6625,0.504761905,6.361118386,Normal
3,62903,90273,142560,445.3367483,262.8364296,2148.872329,283.002804,158.1660334,0.69680857,0.807259225,1.694349406,4.825275114,8.175702023,0.69680857,0.441238777,7.593113208,Normal
4,123,171,432,27.63336185,6.432281446,66.11269837,12.51433035,133.4634146,0.719298246,0.97253126,4.296043648,2.392495663,10.2782658,0.719298246,0.284722222,5.282959339,Normal
6,288,337,629,36.69989927,10.60396945,98.59797975,19.14922946,134.4131944,0.854599407,0.957348026,3.460958599,2.686600827,9.298214236,0.854599407,0.457869634,5.148926747,Normal
7,146,226,400,26.8844203,10.53469832,93.66904756,13.63425735,134.3493151,0.646017699,0.920028512,2.551987678,3.484138639,8.891478876,0.646017699,0.365,6.870124653,Normal
8,297,365,532,35.31307929,11.17713882,95.94722215,19.44613444,135.4848485,0.81369863,0.948587321,3.159402407,2.717044904,8.58423821,0.81369863,0.558270677,4.933999733,Normal
9,368,606,840,59.33143342,10.56128291,146.4680374,21.64606552,132.5163043,0.607260726,0.98402961,5.617824456,2.468641477,13.86839446,0.607260726,0.438095238,6.766497002,Normal
10,229,446,1065,63.1180206,7.142064737,143.254834,17.07547527,133.8908297,0.513452915,0.993577447,8.837503289,2.26963445,20.05790192,0.513452915,0.215023474,8.38950786,Normal
13,160,422,670,68.32008149,7.862185807,145.3847763,14.27299293,135.40625,0.379146919,0.993356378,8.689705785,2.127994773,18.49164849,0.379146919,0.23880597,10.18600493,Normal
1,110127,179298,201216,609.1257827,331.3363025,5876.875826,374.4570087,153.3189136,0.614212094,0.839115148,1.838391321,9.648049701,17.73689083,0.614212094,0.547307371,15.69439399,Normal
2,647,715,924,35.06537061,24.71420079,125.5685425,28.70167217,134.0880989,0.904895105,0.709402447,1.4188349,3.580984325,5.080825537,0.904895105,0.70021645,4.374955638,Normal
3,115,148,224,15.66878299,10.74799561,53.45584412,12.10051849,133.8695652,0.777027027,0.727649043,1.457833028,3.411614301,4.973564006,0.777027027,0.513392857,4.41764906,Normal
6,286,383,540,24.32752141,17.11714297,95.52691193,19.08262324,132.4265734,0.746736292,0.710584091,1.421237262,3.926701382,5.580774321,0.746736292,0.52962963,5.005963317,Normal
1,646,1081,1376,44.64842126,25.93586362,218.3086579,28.67948301,133.0789474,0.59759482,0.813981394,1.721493524,4.889504527,8.417250378,0.59759482,0.469476744,7.612015104,Normal
4,1928,2273,3465,75.72574595,39.92311258,231.8172798,49.54599724,148.496888,0.848218214,0.84973714,1.89678963,3.061274299,5.806593345,0.848218214,0.556421356,4.678829628,Normal
5,177,295,462,21.32924921,15.00185731,93.56244584,15.01210843,129.5254237,0.6,0.710846961,1.421773903,4.386579429,6.236724154,0.6,0.383116883,6.232465366,Normal
6,117,190,290,28.34880363,7.889306793,72.49137803,12.20528684,133.1623932,0.615789474,0.96049589,3.593319967,2.557123009,9.188561167,0.615789474,0.403448276,5.939342435,Normal
7,163,246,252,18.42410004,16.05906283,65.76345597,14.40618082,188.3803681,0.662601626,0.490158177,1.147271185,3.569425689,4.095099238,0.662601626,0.646825397,4.564947282,Normal
8,157,278,493,26.12702787,14.25875036,98.36143571,14.13855044,134.133758,0.564748201,0.837949924,1.832350466,3.764738807,6.898320907,0.564748201,0.318458418,6.956967487,Normal
10,228,334,486,25.04614342,14.88921935,97.42640687,17.03815178,137.4429825,0.682634731,0.804116654,1.682166327,3.889876586,6.543419407,0.682634731,0.469135802,5.718132348,Normal
11,129,145,208,16.52479144,11.20214646,48.04163056,12.81592374,141.0077519,0.889655172,0.735154666,1.475145099,2.907245803,4.288609396,0.889655172,0.620192308,3.748588985,Normal
1,147729,202685,219136,640.6644759,419.1642342,5752.925466,433.6985182,178.9040608,0.728860054,0.756265517,1.528433067,8.979623004,13.72475273,0.728860054,0.674142998,13.26480314,Normal
2,137,177,306,22.27980284,8.992414338,63.52691193,13.20733954,136.1532847,0.774011299,0.914929878,2.477621916,2.851322895,7.064500094,0.774011299,0.447712418,4.809970377,Normal
4,177,249,322,23.50340694,11.96042768,75.18376618,15.01210843,134.7909605,0.710843373,0.860837117,1.965097535,3.198845443,6.286043293,0.710843373,0.549689441,5.008208311,Normal
2,96415,141508,199168,587.7562956,308.8884018,4786.22994,350.3703622,160.0687756,0.681339571,0.850769987,1.902811151,8.143221903,15.49501345,0.681339571,0.484088809,13.66048746,Normal
3,4524,14256,66752,440.3128599,31.61094757,1306.673232,75.89555784,139.8919098,0.317340067,0.997419624,13.92912563,2.967601791,41.33609816,0.317340067,0.06777325,17.21672874,Normal
4,503,1152,4214,111.8714378,14.70838552,208.882251,25.30690599,162.7852883,0.436631944,0.991319382,7.605963115,1.867163372,14.20157574,0.436631944,0.119364025,8.253962418,Normal
5,167,466,494,47.60943971,14.01801669,155.2426407,14.58187244,237.6826347,0.358369099,0.955670658,3.396303541,3.260753364,11.0745082,0.358369099,0.33805668,10.64627614,Normal
6,178,298,500,25.7357301,14.80614739,102.5685425,15.05445578,133.3876404,0.597315436,0.817932049,1.738178705,3.985452991,6.927429517,0.597315436,0.356,6.813168404,Normal
8,118,177,288,23.86037962,8.866545945,62.59188309,12.2573352,136.1779661,0.666666667,0.92839245,2.691056897,2.623255962,7.05933105,0.666666667,0.409722222,5.106483755,Normal
11,172,278,810,40.92339117,8.23881073,98.66904756,14.79855404,134.5290698,0.618705036,0.979524956,4.96714787,2.411067234,11.97612748,0.618705036,0.212345679,6.66747895,Normal
13,231,288,384,30.09123858,12.12396759,81.3137085,17.14987857,157.3679654,0.802083333,0.915240969,2.481962969,2.702238669,6.706856309,0.802083333,0.6015625,4.741357683,Normal
1,122,337,360,36.29876853,13.72334023,114.2426407,12.46335526,245.9016393,0.362017804,0.925778532,2.645038884,3.147286955,8.324696376,0.362017804,0.338888889,9.166282936,Normal
2,312,561,1152,42.87831991,13.7533145,127.3614357,19.93114994,138.7435897,0.556149733,0.947163154,3.117671738,2.970299116,9.260417606,0.556149733,0.270833333,6.390069619,Normal
3,141,210,418,28.37321409,9.168800561,81.9766594,13.39876023,133.7163121,0.671428571,0.9463478,3.094539346,2.889227112,8.940826977,0.671428571,0.337320574,6.118227207,Normal
1,7097,10159,14364,150.8306676,73.33810759,756.0498193,95.05882941,146.2640552,0.698592381,0.873831931,2.056647936,5.012573578,10.3090991,0.698592381,0.494082428,7.953493894,Normal
2,201,239,396,23.8908955,11.3872889,67.76955262,15.9975357,138.4228856,0.841004184,0.879100111,2.098031912,2.836626723,5.951333387,0.841004184,0.507575758,4.236249501,Normal
3,52327,75359,124135,377.7023008,260.0316448,2608.317026,258.1178135,147.3523802,0.694369617,0.725277532,1.452524369,6.905748312,10.03076771,0.694369617,0.421533008,10.10514149,Normal
4,142,194,336,23.73734767,10.05966825,68.14823228,13.44618962,138.971831,0.731958763,0.905760125,2.359655118,2.870928683,6.774401562,0.731958763,0.422619048,5.068218893,Normal
5,264,308,493,30.49061697,11.7717409,74.56244584,18.33399138,147.6893939,0.857142857,0.922466352,2.590153591,2.445422666,6.3340203,0.857142857,0.535496957,4.066896526,Normal
6,174,193,322,25.28620305,9.123262021,58.87005769,14.88434348,133.8563218,0.901554404,0.932643212,2.771618637,2.32814937,6.452742183,0.901554404,0.540372671,3.955166566,Normal
7,338,410,684,36.2843435,12.43648633,92.91168825,20.74499858,146.7928994,0.824390244,0.939426376,2.917571935,2.560655073,7.470895377,0.824390244,0.494152047,4.478751246,Normal
8,310,372,760,39.59343691,10.68956348,99.49747468,19.86716535,142.083871,0.833333333,0.962865028,3.703933935,2.51297898,9.30790812,0.833333333,0.407894737,5.008136438,Normal
9,375,534,1173,50.20339344,11.34337885,152.9177849,21.85096861,139.0826667,0.702247191,0.97413926,4.425788305,3.045965112,13.48079677,0.702247191,0.319693095,6.998215393,Normal
10,218,349,720,44.36088478,8.528802273,102.4264069,16.66031875,137.3073394,0.624641834,0.981344118,5.201302992,2.308935166,12.00947139,0.624641834,0.302777778,6.147926005,Normal
1,50879,61265,97359,351.5831118,220.9039463,2007.150504,254.5214231,144.6443719,0.83047417,0.777961325,1.591565554,5.708893392,9.086078076,0.83047417,0.522591645,7.885978633,Normal
1,399,1211,1296,66.46725325,26.39703724,272.3259018,22.53935621,247.0025063,0.329479769,0.917756528,2.517981569,4.097143909,10.31653285,0.329479769,0.30787037,12.08223958,Normal
1,136249,203385,217088,626.4214308,428.9561084,6615.536865,416.5064402,174.6790215,0.669906827,0.728756994,1.460339225,10.56084058,15.42240974,0.669906827,0.627621057,15.88339633,Normal
2,1732,2507,3154,84.37883449,34.83548219,387.4335495,46.96009893,134.9601617,0.690865576,0.91080075,2.42220946,4.591596363,11.12180815,0.690865576,0.549143944,8.250271153,Normal
4,115,137,196,13.10854491,12.30894066,45.83452378,12.10051849,144.2782609,0.839416058,0.343913604,1.064961257,3.496537876,3.723677371,0.839416058,0.586734694,3.787814863,Normal
5,135,308,322,26.45945787,18.33217123,107.5563492,13.11058117,247.8740741,0.438311688,0.721091334,1.443334646,4.064949089,5.867081856,0.438311688,0.419254658,8.203781954,Normal
6,268,323,522,26.10828339,13.95884692,80.42640687,18.47236309,137.2835821,0.829721362,0.845072304,1.870375365,3.080493867,5.76167984,0.829721362,0.513409962,4.353877546,Normal
7,153,195,280,19.05925841,12.18824391,62.9411255,13.95727948,133.8235294,0.784615385,0.768797724,1.563741139,3.302391108,5.164084833,0.784615385,0.546428571,4.509555434,Normal
1,120,211,315,21.33272179,12.2059404,66.56244584,12.36077446,135.8916667,0.568720379,0.820135144,1.747732752,3.120204093,5.453282884,0.568720379,0.380952381,5.384973735,Normal
3,82373,124701,168360,467.4232266,309.8756757,4092.589283,323.8526841,158.445073,0.660564069,0.74866851,1.508421807,8.755639537,13.20719761,0.660564069,0.489267047,12.63719427,Normal
4,238,434,725,27.07551518,19.57066227,117.9827561,17.40778595,134.8445378,0.548387097,0.691038738,1.383474652,4.357544271,6.028552047,0.548387097,0.328275862,6.777585409,Normal
6,191,305,442,24.0317303,13.36554028,86.35533906,15.59451035,136.8691099,0.626229508,0.83107376,1.798036577,3.593388324,6.461043643,0.626229508,0.432126697,5.537547324,Normal
7,255,470,840,34.79218655,16.3302752,147.1898628,18.01877032,143.5137255,0.542553191,0.883003625,2.130532776,4.23054362,9.013311841,0.542553191,0.303571429,8.168696321,Normal
8,402,701,1363,49.59688465,16.91742239,212.1665222,22.62393195,141.2935323,0.573466476,0.940027564,2.931704577,4.277819539,12.54130312,0.573466476,0.294937638,9.377968546,Normal
12,208,237,350,31.87078373,8.6814837,72.59188309,16.27371578,138.4230769,0.877637131,0.962185145,3.671121761,2.277693693,8.361690881,0.877637131,0.594285714,4.46068274,Normal
1,157,235,264,23.7141558,12.22907235,72.79898987,14.13855044,180.7515924,0.668085106,0.856777294,1.939162278,3.06985374,5.952944572,0.668085106,0.59469697,5.14897126,Normal
3,169,282,387,44.68826117,5.953759485,98.56244584,14.66892917,130.3727811,0.59929078,0.991085319,7.505889561,2.205555626,16.55465695,0.59929078,0.436692506,6.719130257,Normal
1,186,237,324,30.78781732,9.761723751,82.55634919,15.3890401,178.5806452,0.784810127,0.948403978,3.153932451,2.681461577,8.457148685,0.784810127,0.574074074,5.364619796,Normal
3,853,1669,2320,63.3283197,32.85195254,282.6873375,32.95562671,174.0128957,0.511084482,0.854922279,1.927688153,4.463837646,8.604886946,0.511084482,0.367672414,8.577817076,Normal
4,190,375,1352,73.62924991,6.089729426,113.6335137,15.55363345,149.8894737,0.506666667,0.996573822,12.090726,1.543320267,18.65986248,0.506666667,0.140532544,7.305914339,Normal
1,102,162,594,38.5172005,4.092270808,73.21930009,11.39607097,140.7745098,0.62962963,0.994339952,9.412182699,1.900950722,17.89209549,0.62962963,0.171717172,6.424959995,Normal
1,177,275,300,20.97200695,16.07291333,76.97056275,15.01210843,176.8418079,0.643636364,0.642365501,1.304804333,3.670157221,4.788837044,0.643636364,0.59,5.127232002,Normal
2,201,283,480,28.70511655,11.2141664,87.84062043,15.9975357,134.7114428,0.71024735,0.920531708,2.559719155,3.06010325,7.833004905,0.71024735,0.41875,5.490884476,Normal
3,164,225,340,19.44191345,13.5876246,67.01219331,14.45030399,136.8109756,0.728888889,0.715235921,1.430854474,3.446790023,4.931854926,0.728888889,0.482352941,4.63742447,Normal
4,171,200,288,23.78898776,9.411746186,59.87005769,14.75547228,144.0643275,0.855,0.918408013,2.527584923,2.516713123,6.361206146,0.855,0.59375,4.057481628,Normal
1,184,241,360,21.7527998,12.27260121,76.90559159,15.30607971,133.0054348,0.763485477,0.825648471,1.772468561,3.535434164,6.266445905,0.763485477,0.511111111,5.024512679,Normal
2,105,150,196,14.07709136,12.78901305,53.24873734,11.56244577,135.4285714,0.7,0.417888629,1.10071757,3.782651968,4.163631481,0.7,0.535714286,4.605317802,Normal
3,861,1467,2552,65.95624879,25.67092903,255.7939392,33.10980592,137.8885017,0.586912065,0.921148428,2.569297306,3.878236618,9.964342894,0.586912065,0.337382445,7.725624845,Normal
4,399,451,840,41.72426122,12.65244387,98.84062043,22.53935621,162.3283208,0.884700665,0.952914377,3.297723479,2.368900432,7.811978574,0.884700665,0.475,4.385245946,Normal
5,450,630,928,34.54453072,21.80288349,125.7106781,23.93653682,137.1377778,0.714285714,0.775658376,1.584401932,3.639090632,5.765782227,0.714285714,0.484913793,5.251832337,Normal
6,107,145,208,15.12858312,10.80395362,50.90559159,11.67204486,138.6168224,0.737931034,0.700001061,1.400282123,3.364861811,4.711755842,0.737931034,0.514423077,4.361325902,Normal
7,199,301,322,23.97167948,15.27287155,81.76345597,15.917747,182.8090452,0.661129568,0.770763413,1.569559425,3.410835525,5.353509044,0.661129568,0.618012422,5.136622412,Normal
8,396,522,903,40.5303425,13.70815519,122.1543289,22.45446191,151.8762626,0.75862069,0.941067224,2.956659152,3.013898265,8.91106989,0.75862069,0.438538206,5.440091569,Normal
9,299,496,936,52.55660722,11.84699671,155.2964646,19.51149979,141.5183946,0.602822581,0.974263062,4.436281067,2.954841889,13.10850913,0.602822581,0.319444444,7.959227444,Normal
11,220,411,671,59.36404307,7.579418206,134.5269119,16.73656774,141.4818182,0.535279805,0.991815812,7.832269108,2.266134599,17.74897601,0.535279805,0.327868852,8.03790323,Normal
12,128,185,360,31.70421786,6.092771671,73.24873734,12.76615297,137.765625,0.691891892,0.981360588,5.20357886,2.310378312,12.02223574,0.691891892,0.355555556,5.737729878,Normal
13,110,135,168,15.31528733,10.30480866,46.83452378,11.83454055,135.8454545,0.814814815,0.739783833,1.486227239,3.058024494,4.5449193,0.814814815,0.654761905,3.95744335,Normal
14,170,213,360,19.51098719,12.50889213,66.52691193,14.71226436,137.9411765,0.798122066,0.767440303,1.559769401,3.40971532,5.318369623,0.798122066,0.472222222,4.521867627,Normal
16,135,221,384,50.34488255,4.737590335,96.9411255,13.11058117,135.437037,0.610859729,0.995562493,10.62668551,1.925540801,20.46211653,0.610859729,0.3515625,7.394113523,Normal
17,210,329,522,52.4108129,6.64203117,115.491378,16.35176762,142.1952381,0.638297872,0.991937228,7.89078093,2.203579217,17.38796086,0.638297872,0.402298851,7.062929262,Normal
18,548,747,1584,52.46798036,16.0220858,157.4030663,26.41467907,133.8175182,0.733601071,0.952234151,3.274728461,2.999983327,9.824130783,0.733601071,0.345959596,5.958924045,Normal
19,139,251,624,33.3383039,9.115432489,89.66904756,13.30339418,131.6330935,0.553784861,0.96189412,3.657347464,2.689670351,9.837059039,0.553784861,0.22275641,6.740313513,Normal
1,3850,5777,10640,112.5829895,53.71867812,559.6833329,70.01408606,152.7228571,0.666435866,0.878823293,2.095788531,4.971295712,10.41878454,0.666435866,0.361842105,7.993867583,Normal
2,112,200,561,40.52097291,5.00902138,81.9766594,11.94164264,134.6696429,0.56,0.992330188,8.089598713,2.023067402,16.36580345,0.56,0.199643494,6.864772448,Normal
3,349,495,816,28.55841918,18.75691923,104.3259018,21.07986245,135.7621777,0.705050505,0.754072464,1.522553828,3.653069911,5.561995577,0.705050505,0.427696078,4.949078868,Normal
4,131,195,288,22.82043015,11.29190886,63.3492424,12.91488987,207.4351145,0.671794872,0.868997898,2.020954157,2.775988095,5.61014468,0.671794872,0.454861111,4.905132219,Normal
5,140,161,207,21.61654501,9.731879142,55.27817459,13.35116236,179.7785714,0.869565217,0.892925167,2.221209768,2.557215992,5.68011314,0.869565217,0.676328502,4.140326746,Normal
6,404,624,992,29.72107093,22.97302535,122.6751442,22.68014057,142.8465347,0.647435897,0.634461874,1.293737785,4.127547911,5.33996469,0.647435897,0.407258065,5.408923453,Normal
1,114766,170899,200704,558.6138867,383.3687592,4922.416844,382.2624878,162.5613771,0.671542841,0.727332006,1.457118957,8.811841168,12.83990081,0.671542841,0.571817203,12.87705961,Normal
3,154,293,312,30.12048135,10.29841389,84.27817459,14.00281721,163.9545455,0.52559727,0.939733667,2.924768965,2.798035451,8.183607249,0.52559727,0.493589744,6.018658482,Normal
1,7092,14017,32508,274.5582392,53.90678982,1158.419444,95.02533794,144.0981387,0.505957052,0.980535858,5.093203288,4.219212096,21.48930492,0.505957052,0.218161683,12.19063745,Normal
2,234,274,391,22.67653674,14.80134017,75.35533906,17.26088218,141.4230769,0.854014599,0.757602613,1.532059698,3.323053247,5.091115953,0.854014599,0.598465473,4.365671366,Normal
1,142484,207939,228352,637.9851084,433.1005943,6189.714355,425.9298807,177.9631678,0.685220185,0.734270595,1.473064496,9.701973091,14.2916321,0.685220185,0.623966508,14.5322379,Normal
3,184,270,425,28.68001988,10.44295126,76.80508653,15.30607971,139.2282609,0.681481481,0.931352281,2.746351982,2.677999766,7.354729964,0.681481481,0.432941176,5.01794633,Normal
1,110,141,238,15.43229721,12.21919251,48.83452378,11.83454055,137.9454545,0.780141844,0.610788888,1.262955568,3.164436448,3.996542632,0.780141844,0.462184874,4.126440194,Normal
3,157,234,247,19.73274456,14.59091871,68.93502884,14.13855044,175.9426752,0.670940171,0.673237044,1.352399048,3.493433396,4.724515997,0.670940171,0.63562753,4.875678673,Normal
4,134,182,270,16.8984762,11.98101178,54.90559159,13.0619332,135.3656716,0.736263736,0.705208947,1.41043816,3.249144535,4.582717438,0.736263736,0.496296296,4.203481272,Normal
5,162,257,456,23.37692478,12.97382674,75.14823228,14.36192209,138.5925926,0.630350195,0.831860807,1.801852704,3.214632933,5.792295041,0.630350195,0.355263158,5.232463439,Normal
2,138,166,242,20.25150922,9.055146443,55.83452378,13.25545387,132.557971,0.831325301,0.894466784,2.23646402,2.757054952,6.166054203,0.831325301,0.570247934,4.212192532,Normal
1,759,830,1190,36.6255278,29.63782765,122.390873,31.08679486,146.5032938,0.914457831,0.587516341,1.235769646,3.341682163,4.129549386,0.914457831,0.637815126,3.937069535,Normal
2,427,1303,1416,73.09214122,25.82768244,280.2903679,23.31680265,244.5526932,0.327705295,0.935488228,2.829992253,3.834753822,10.85232361,0.327705295,0.301553672,12.02096069,Normal
3,309,378,648,27.65159226,16.58365467,99.6040764,19.83509565,134.9805825,0.817460317,0.80019795,1.66740039,3.602109979,6.006159584,0.817460317,0.476851852,5.021608072,Normal
4,250,356,650,25.6114339,16.54983038,101.7756493,17.84124116,133.416,0.702247191,0.763177305,1.547534526,3.973836438,6.149649087,0.702247191,0.384615385,5.704516202,Normal
2,195,286,312,27.68231747,12.52499996,83.627417,15.75695755,180.1230769,0.681818182,0.89178729,2.210165074,3.020968786,6.6768397,0.681818182,0.625,5.30733276,Normal
