,area,convex_area,bbox_area,major_axis_length,minor_axis_length,perimeter,equivalent_diameter,mean_intensity,solidity,eccentricity,ratio_length,perimeter_ratio_major,perimeter_ratio_minor,area_ratio_convex,area_ratio_bbox,peri_over_dia,Finding
4,138,226,575,33.6994869,6.845683402,74.254834,13.25545387,157.8405797,0.610619469,0.97914989,4.922735236,2.203441085,10.84695707,0.610619469,0.24,5.601832631,Normal
6,547,892,1140,33.22878692,29.98341215,206.6873375,26.39056708,142.4625229,0.6132287,0.43104081,1.108239007,6.22012889,6.893389467,0.6132287,0.479824561,7.831864199,Normal
7,122,192,322,25.10368834,8.125721656,62.28427125,12.46335526,159.3606557,0.635416667,0.946164434,3.08941032,2.481080485,7.665075655,0.635416667,0.378881988,4.997391948,Normal
8,373,516,784,48.08459624,11.96648801,115.4264069,21.79262146,186.919571,0.722868217,0.968538637,4.018271374,2.400486141,9.645804746,0.722868217,0.475765306,5.296582014,Normal
9,146,212,304,19.80209502,14.78361285,69.18376618,13.63425735,152.1232877,0.688679245,0.665308983,1.3394625,3.493759934,4.679760414,0.688679245,0.480263158,5.074259961,Normal
12,211,416,735,40.31325306,14.14524517,117.9827561,16.39065416,143.6587678,0.507211538,0.936419215,2.84995082,2.926649355,8.340806727,0.507211538,0.28707483,7.1981725,Normal
13,151,181,280,18.25575144,12.96271067,54.87005769,13.86575534,190.2980132,0.834254144,0.70413942,1.408328235,3.005631286,4.232915404,0.834254144,0.539285714,3.957235385,Normal
14,119,192,280,20.23808428,11.78303745,64.49137803,12.30916349,147.5462185,0.619791667,0.813030577,1.717560889,3.186634522,5.473238823,0.619791667,0.425,5.239298193,Normal
15,169,290,456,36.53535718,9.152111371,83.59797975,14.66892917,166.3846154,0.582758621,0.968116568,3.99201405,2.288139112,9.134283485,0.582758621,0.370614035,5.69898312,Normal
18,109,143,255,21.15895234,8.329695647,53.11269837,11.78062436,180.4495413,0.762237762,0.919250803,2.540183128,2.51017619,6.376307206,0.762237762,0.42745098,4.50847907,Normal
20,248,354,646,41.03414687,10.04578686,92.08326112,17.76973289,194.8346774,0.700564972,0.969569735,4.084712075,2.244064228,9.166356249,0.700564972,0.383900929,5.182028434,Normal
21,106,219,357,20.85375878,15.24790016,71.9411255,11.61737456,134.5943396,0.484018265,0.682182076,1.36764791,3.449791774,4.71810051,0.484018265,0.296918768,6.192545924,Normal
1,146,221,252,22.08318692,12.2302133,70.76345597,13.63425735,184.2876712,0.660633484,0.832633326,1.805625657,3.204404157,5.78595436,0.660633484,0.579365079,5.190121775,Normal
2,226,278,425,24.70237906,13.34252701,80.9766594,16.96325845,135.920354,0.81294964,0.841580791,1.85140184,3.278091523,6.069064677,0.81294964,0.531764706,4.773650043,Normal
3,119,215,1410,55.6304926,3.833011465,93.69848481,12.30916349,137.1092437,0.553488372,0.997623484,14.51352106,1.684300829,24.44513555,0.553488372,0.084397163,7.61209199,Normal
4,155,214,574,40.8182134,5.67019246,89.73401872,14.04820734,135.6967742,0.724299065,0.990304548,7.198735084,2.198381831,15.82556842,0.724299065,0.270034843,6.387577899,Normal
5,237,299,552,19.79934124,17.24843861,77.56244584,17.37117647,133.0253165,0.79264214,0.490995254,1.1478918,3.917425579,4.496780701,0.79264214,0.429347826,4.465008225,Normal
1,238,310,572,29.7199832,15.24647839,84.00609665,17.40778595,171.9663866,0.767741935,0.858386053,1.9493015,2.826586277,5.509868869,0.767741935,0.416083916,4.825777207,Normal
2,192,288,312,25.28518317,13.79886386,79.24873734,15.63528038,185.078125,0.666666667,0.837961571,1.832410511,3.134196687,5.743134952,0.666666667,0.615384615,5.068584343,Normal
4,124,279,450,27.81126264,18.42754061,88.87005769,12.56509863,133.1451613,0.444444444,0.748979884,1.509222703,3.195470081,4.822675992,0.444444444,0.275555556,7.072770403,Normal
1,332,649,740,43.48944174,22.14933678,177.3259018,20.56004691,241.8915663,0.51155624,0.860586815,1.963464738,4.077447185,8.005923769,0.51155624,0.448648649,8.624780994,Normal
1,205,268,468,28.17314557,10.61540004,95.59797975,16.15593101,131.2146341,0.764925373,0.926298123,2.653988118,3.393230603,9.005593702,0.764925373,0.438034188,5.917206487,Normal
2,148914,172664,193024,605.0246177,351.7714344,4323.944622,435.4344883,169.9057778,0.862449613,0.813605916,1.71993675,7.146725102,12.29191515,0.862449613,0.771479194,9.930184078,Normal
3,123,203,391,26.84349716,7.768401978,74.56244584,12.51433035,130.4390244,0.60591133,0.957209448,3.455472211,2.777672573,9.598170389,0.60591133,0.314578005,5.958165062,Normal
1,1669,2743,3936,77.4635855,41.85794793,374.883297,46.09812144,144.4985021,0.608457893,0.841436218,1.850630271,4.839477731,8.956083984,0.608457893,0.424034553,8.132290109,Normal
2,289,345,425,25.62205748,16.12520342,94.01219331,19.18244584,132.0242215,0.837681159,0.777123199,1.58894476,3.669189853,5.830139989,0.837681159,0.68,4.900949237,Normal
3,1275,1508,2040,53.02453469,36.65955836,195.8528137,40.29119531,143.2101961,0.845490716,0.722501137,1.446404077,3.69362626,5.342476083,0.845490716,0.625,4.860933319,Normal
6,156,290,480,35.90521562,10.45218165,90.70458146,14.09345128,134.0064103,0.537931034,0.956691162,3.435188635,2.526222998,8.678052532,0.537931034,0.325,6.4359382,Normal
1,1902,2580,3975,77.62816218,39.95531183,331.0132393,49.21078758,140.7423764,0.737209302,0.857369598,1.942874642,4.264087028,8.284586558,0.737209302,0.478490566,6.726436532,Normal
3,999,1768,3240,81.19427441,25.21699739,289.6345597,35.66463662,136.4934935,0.565045249,0.950548533,3.219823246,3.567179605,11.48568781,0.565045249,0.308333333,8.121057359,Normal
6,144,180,320,20.29568507,10.51561805,56.04163056,13.54055001,132.4791667,0.8,0.855307408,1.930051566,2.761258383,5.329371066,0.8,0.45,4.138800162,Normal
7,176,215,324,25.75146059,9.861970148,71.6629509,14.96964127,140.5568182,0.818604651,0.923761854,2.611188252,2.78286937,7.266595805,0.818604651,0.543209877,4.787218985,Normal
1,98348,129980,185344,514.2413473,294.3495144,3476.077523,353.8651759,155.6409281,0.756639483,0.819977567,1.747043301,6.759622775,11.80935369,0.756639483,0.530624137,9.823169274,Normal
2,322,563,1508,59.52403985,8.79901189,135.6040764,20.24804024,139.0062112,0.571936057,0.989013858,6.764855031,2.278139668,15.4112846,0.571936057,0.213527851,6.69714574,Normal
3,10968,11907,17376,353.1086002,44.47328485,899.782792,118.1731413,175.0860686,0.921138826,0.992036858,7.939791302,2.548175806,20.2319841,0.921138826,0.63121547,7.614105726,Normal
4,154,329,372,36.62190551,13.57340359,129.0060967,14.00281721,236.9285714,0.468085106,0.928778129,2.698063553,3.522648395,9.504329244,0.468085106,0.413978495,9.212867289,Normal
5,1624,3571,4462,88.89966647,46.82190845,431.1909089,45.47242044,168.8300493,0.454774573,0.850062014,1.898676697,4.850309635,9.209169877,0.454774573,0.363962349,9.482471016,Normal
6,670,1122,1568,52.01544281,25.42003357,210.3380951,29.20737056,138.0253731,0.59714795,0.872450962,2.046238164,4.043762463,8.274501077,0.59714795,0.427295918,7.201541635,Normal
8,4009,8633,22791,309.6987348,29.46889943,933.8610024,71.44520512,146.1950611,0.464380864,0.995462618,10.50934174,3.015385268,31.68971425,0.464380864,0.175902769,13.07101017,Normal
9,146,218,272,19.69769411,12.99396133,76.90559159,13.63425735,133.0068493,0.669724771,0.751556118,1.5159114,3.904294135,5.918563988,0.669724771,0.536764706,5.640614638,Normal
10,158,226,336,20.05854107,12.97954475,69.52691193,14.1835062,132.4683544,0.699115044,0.762419402,1.545396349,3.466199845,5.356652585,0.699115044,0.470238095,4.901955198,Normal
11,158,207,600,33.65234213,6.643140043,79.59797975,14.1835062,132.5506329,0.763285024,0.980322025,5.065728242,2.36530282,11.9819813,0.763285024,0.263333333,5.61201008,Normal
2,106,184,200,23.14489837,8.996362645,62.10660172,11.61737456,189.4622642,0.576086957,0.921365456,2.572695131,2.683381915,6.903523587,0.576086957,0.53,5.346010097,Normal
3,553,930,2145,61.78914614,16.12553359,216.2081528,26.53491037,131.3652803,0.594623656,0.965345073,3.831758236,3.499128347,13.40781386,0.594623656,0.257808858,8.148064184,Normal
4,293,503,1850,82.18520763,6.221090561,182.9533188,19.31474014,134.3481229,0.58250497,0.997130943,13.21073963,2.226110076,29.40856061,0.58250497,0.158378378,9.472212284,Normal
5,6207,15497,30666,252.6492751,83.30421801,1027.957503,88.89880682,139.3144836,0.400529135,0.944077802,3.032850931,4.068713446,12.33980136,0.400529135,0.202406574,11.56323172,Normal
6,88622,132797,167262,487.5016526,306.5265045,3356.570993,335.9122429,165.0908465,0.667349413,0.777591187,1.590406198,6.885250493,10.95034506,0.667349413,0.529839414,9.992404458,Normal
7,160,314,516,40.46835764,9.354452396,107.9766594,14.27299293,132.19375,0.50955414,0.972917,4.326106535,2.668174981,11.54280922,0.50955414,0.310077519,7.565102844,Normal
1,86701,167538,192000,622.1248752,315.1988401,5748.484953,332.2516242,149.0745205,0.517500507,0.862152517,1.973753695,9.240082148,18.23764628,0.517500507,0.451567708,17.30160076,Normal
2,200,325,532,26.93186457,12.79352456,104.0832611,15.95769122,132.615,0.615384615,0.879967979,2.105116885,3.864688271,8.135620535,0.615384615,0.37593985,6.522451131,Normal
3,1556,2718,5733,116.9806451,28.38820984,334.2203461,44.51023176,145.8206941,0.572479765,0.970107792,4.120747513,2.857056788,11.77320965,0.572479765,0.271411129,7.508843088,Normal
4,475,597,1029,49.37577847,13.29888436,123.5685425,24.5924538,148.8652632,0.795644891,0.963045083,3.712775985,2.502614568,9.291647266,0.795644891,0.461613217,5.024652827,Normal
5,207,389,777,34.694536,13.99771831,120.2253967,16.23454914,137.3864734,0.532133676,0.914999052,2.478585097,3.465254493,8.588928143,0.532133676,0.266409266,7.405527293,Normal
1,139,202,220,23.34476825,10.63038709,70.14213562,13.30339418,174.0719424,0.688118812,0.890304917,2.196041222,3.00461906,6.598267312,0.688118812,0.631818182,5.272499234,Normal
2,522,538,660,34.69136573,19.42318465,88.52691193,25.78043914,149.5249042,0.970260223,0.828570145,1.786080211,2.551842802,4.55779593,0.970260223,0.790909091,3.43387913,Normal
3,6442,13350,33553,393.5018263,33.16060215,1142.832611,90.56604853,143.4233157,0.482546816,0.996442914,11.86654647,2.904262534,34.46356632,0.482546816,0.191994755,12.61877524,Normal
4,120,192,340,21.32799309,11.1560666,78.00609665,12.36077446,131.75,0.625,0.852288768,1.91178431,3.657451328,6.992258066,0.625,0.352941176,6.310777442,Normal
6,162,239,306,20.47614979,13.1326678,69.28427125,14.36192209,132.8641975,0.677824268,0.767236642,1.559176712,3.383657179,5.275719475,0.677824268,0.529411765,4.824164258,Normal
1,115136,177667,211968,583.7923873,376.9336011,6572.950032,382.8781898,169.6414067,0.648043812,0.763621817,1.548793701,11.25905403,17.43795197,0.648043812,0.543176329,17.16720933,Normal
2,2385,3394,4545,95.43787775,43.0371653,491.7239174,55.10604608,143.0679245,0.702710666,0.892552102,2.217568864,5.152293084,11.42556472,0.702710666,0.524752475,8.92322989,Normal
3,138,307,322,26.94671666,17.8666224,108.4203102,13.25545387,242.5724638,0.449511401,0.748588196,1.50821549,4.023507263,6.068315979,0.449511401,0.428571429,8.179298221,Normal
4,117,274,330,22.69760315,17.76213297,82.69848481,12.20528684,135.5384615,0.427007299,0.622580897,1.277864724,3.643489767,4.655887047,0.427007299,0.354545455,6.775628129,Normal
5,166,301,546,43.9033151,8.102596222,102.9472222,14.53814859,134.560241,0.551495017,0.982822102,5.418425638,2.344862157,12.70546123,0.551495017,0.304029304,7.081178289,Normal
1,235,293,388,98.89251265,3.135516956,170.3492424,17.29772508,146.6468085,0.802047782,0.999497228,31.53946033,1.722569665,54.32891762,0.802047782,0.605670103,9.848072021,Normal
2,169,262,280,20.8268266,15.16860958,72.3492424,14.66892917,173.6331361,0.645038168,0.685236392,1.373021468,3.473848599,4.769668704,0.645038168,0.603571429,4.93214205,Normal
3,150,206,403,31.95556459,6.649386134,75.11269837,13.81976598,136.4733333,0.72815534,0.978111329,4.805791685,2.350535793,11.29618537,0.72815534,0.372208437,5.435164278,Normal
5,131,213,378,25.2341347,9.814190558,64.49137803,12.91488987,139.1603053,0.615023474,0.921269341,2.571188582,2.555719813,6.571237602,0.615023474,0.346560847,4.993567787,Normal
7,112,137,176,23.79329176,7.076147922,53.14213562,11.94164264,141.2946429,0.817518248,0.954752673,3.362463874,2.233492371,7.510037412,0.817518248,0.636363636,4.450152899,Normal
1,144207,209426,217600,638.9492518,414.2492696,6541.55097,428.4974388,164.762723,0.688582124,0.761360381,1.542426985,10.23798205,15.79133978,0.688582124,0.662715993,15.26625454,Normal
2,572,938,1312,90.13879734,10.6956917,233.7878426,26.98690459,138.6188811,0.609808102,0.992935181,8.427579991,2.593642799,21.85813215,0.609808102,0.43597561,8.663010675,Normal
1,167,239,286,26.60799269,10.08720034,85.66904756,14.58187244,138.6886228,0.69874477,0.925354012,2.637797584,3.219673448,8.492846843,0.69874477,0.583916084,5.875037509,Normal
2,152,235,252,18.93495266,15.05847715,68.76345597,13.91159268,175.8684211,0.646808511,0.606250056,1.257428123,3.631562075,4.566428284,0.646808511,0.603174603,4.942888824,Normal
3,204,228,294,20.95445821,13.05144174,61.24873734,16.11647812,148.7009804,0.894736842,0.782342896,1.605528234,2.922945406,4.692871374,0.894736842,0.693877551,3.800379765,Normal
1,138997,233081,247296,648.86212,470.3762208,6627.334808,420.6857224,173.5577171,0.596346335,0.68882805,1.379453491,10.21377979,14.08943419,0.596346335,0.56206732,15.75364805,Normal
2,179,265,280,20.48920731,15.50250256,69.52081528,15.09668435,176.6648045,0.675471698,0.653857201,1.321670952,3.393045627,4.484489845,0.675471698,0.639285714,4.605038672,Normal
1,5898,19406,56952,378.8077155,70.24560535,1228.38391,86.65775692,146.4805019,0.303926621,0.982655837,5.392617995,3.242763702,17.48698589,0.303926621,0.103560893,14.17511777,Normal
2,216,330,350,25.74797136,15.40787913,87.17766953,16.58371917,178.2638889,0.654545455,0.801189003,1.671091209,3.385807306,5.657992824,0.654545455,0.617142857,5.256822587,Normal
3,2902,10303,15708,222.0780986,74.43607452,841.6122651,60.78602766,142.1443832,0.281665534,0.942154211,2.983474076,3.789713035,11.30651059,0.281665534,0.184746626,13.8454888,Normal
5,143,247,460,27.9428426,9.047455732,80.59797975,13.4934523,133.1328671,0.578947368,0.9461309,3.088475194,2.88438728,8.908358563,0.578947368,0.310869565,5.973117774,Normal
2,186,345,527,31.53025266,13.70993276,105.0477272,15.3890401,135.7096774,0.539130435,0.900518181,2.299810889,3.331648762,7.6621621,0.539130435,0.352941176,6.826139025,Covid-19
1,1555,3711,17608,319.8080899,10.0384489,719.6894296,44.49592669,131.8212219,0.419024522,0.999507245,31.85831727,2.250379063,71.69329017,0.419024522,0.088312131,16.17427668,Covid-19
2,2322,3017,4968,164.1607047,23.0902012,479.2203461,54.3733595,134.8776916,0.769638714,0.990058517,7.109539811,2.919214723,20.75427329,0.769638714,0.467391304,8.81351365,Covid-19
1,107,296,464,25.44214032,13.71542894,85.90559159,11.67204486,136.9252336,0.361486486,0.842252555,1.855001431,3.37650805,6.263427267,0.361486486,0.230603448,7.359943574,Covid-19
3,118,154,220,19.76232623,9.265236183,60.11269837,12.2573352,142.0338983,0.766233766,0.883286679,2.132954394,3.041782514,6.487983381,0.766233766,0.536363636,4.904222441,Covid-19
1,232,304,480,28.84840394,11.45325896,86.84062043,17.18695943,130.6163793,0.763157895,0.917811973,2.518794349,3.010240033,7.582175585,0.763157895,0.483333333,5.052704104,Covid-19
4,131,191,432,30.19936339,7.114001765,68.35533906,12.91488987,132.8320611,0.685863874,0.971857884,4.245059868,2.263469536,9.608563691,0.685863874,0.303240741,5.292754313,Covid-19
5,135,232,575,34.62721419,6.904275074,77.21930009,13.11058117,133.9037037,0.581896552,0.97992048,5.015329461,2.230017687,11.1842734,0.581896552,0.234782609,5.889845698,Covid-19
6,878,1164,2080,67.38289473,19.20461351,219.6579003,33.4350762,130.3974943,0.754295533,0.958525361,3.508682676,3.2598466,11.43776729,0.754295533,0.422115385,6.569684453,Covid-19
7,1409,2328,7160,179.2245691,15.76418055,451.3391411,42.35557246,131.894961,0.60524055,0.996124211,11.36910152,2.518288332,28.63067572,0.60524055,0.196787709,10.65595658,Covid-19
8,466,541,845,57.22788696,12.10955863,143.6690476,24.35835848,135.9420601,0.861367837,0.977355831,4.725844162,2.510472694,11.86410272,0.861367837,0.55147929,5.898141604,Covid-19
4,142,151,165,16.60477609,11.42713297,46.72792206,13.44618962,191.7746479,0.940397351,0.725536675,1.453100803,2.814125395,4.08920787,0.940397351,0.860606061,3.475179465,Covid-19
13,108,147,180,16.31132234,10.15050099,57.00609665,11.72646029,132.5092593,0.734693878,0.78278054,1.606947516,3.494878923,5.616087003,0.734693878,0.6,4.861321769,Covid-19
14,94214,118253,200396,405.1154264,352.5791536,3252.929291,346.348077,159.7317702,0.796715517,0.492490592,1.149005613,8.029635702,9.226096489,0.796715517,0.470139125,9.392081281,Covid-19
15,368,381,484,22.17874328,21.14842768,69.35533906,21.64606552,142.2472826,0.965879265,0.301250912,1.048718307,3.12710861,3.279456048,0.965879265,0.760330579,3.204062142,Covid-19
16,374,409,575,23.52300934,20.76035449,78.18376618,21.82181454,148.5588235,0.914425428,0.470208781,1.133073587,3.323714455,3.766013061,0.914425428,0.650434783,3.582826077,Covid-19
17,168,289,437,21.71775849,16.67067871,102.4974747,14.62546558,131.1130952,0.581314879,0.640922181,1.302751908,4.719523644,6.14836843,0.581314879,0.384439359,7.008151235,Covid-19
18,428,669,984,38.96491476,19.81122324,180.8883476,23.34408973,133.6869159,0.639760837,0.861098905,1.96681014,4.642339109,9.130599632,0.639760837,0.43495935,7.748785657,Covid-19
19,124,225,408,27.27012218,9.127730388,71.9411255,12.56509863,132.1290323,0.551111111,0.94231926,2.987612586,2.638093259,7.881600621,0.551111111,0.303921569,5.725472408,Covid-19
1,143370,207105,245500,559.7503464,447.8217944,4180.286722,427.252096,170.5480156,0.692257551,0.599948742,1.249939939,7.468127084,9.334710312,0.692257551,0.583991853,9.784122211,Covid-19
2,116,168,280,20.28439635,10.45958678,56.83452378,12.15301556,129.8275862,0.69047619,0.856801167,1.939311444,2.801883912,5.433725533,0.69047619,0.414285714,4.676577883,Covid-19
1,376,456,690,32.55606367,16.35582725,91.11269837,21.88008384,135.8297872,0.824561404,0.864641375,1.990487132,2.798639888,5.570656684,0.824561404,0.544927536,4.164184152,Covid-19
2,464,1246,3410,125.61882,11.92372812,330.1665222,24.30603112,143.012931,0.372391653,0.995484912,10.53519661,2.62832052,27.68987342,0.372391653,0.136070381,13.58372828,Covid-19
3,126,215,627,60.49659742,3.25322447,105.763456,12.66602474,141.9285714,0.586046512,0.99855306,18.59588786,1.748254621,32.51034687,0.586046512,0.200956938,8.350169699,Covid-19
4,152,331,845,74.37862138,5.21312162,120.5918831,13.91159268,142.1578947,0.459214502,0.997540744,14.26757839,1.621324526,23.13237478,0.459214502,0.179881657,8.668445511,Covid-19
5,118,214,637,57.7976906,4.096412441,91.79898987,12.2573352,138.0084746,0.551401869,0.997485204,14.10934359,1.588281278,22.40960626,0.551401869,0.185243328,7.489310552,Covid-19
7,146,243,598,49.2008204,5.175386016,96.49137803,13.63425735,143.1917808,0.600823045,0.994452246,9.50669578,1.961174168,18.64428619,0.600823045,0.244147157,7.077127528,Covid-19
2,115,189,266,20.5475888,10.7056156,73.69848481,12.10051849,215.9478261,0.608465608,0.853547116,1.919328096,3.586721807,6.884095936,0.608465608,0.432330827,6.090522889,Covid-19
3,159,201,312,24.37496035,10.34209317,66.07716447,14.22831992,133.9433962,0.791044776,0.905525571,2.35686915,2.710862439,6.389148052,0.791044776,0.509615385,4.644059514,Covid-19
4,155,203,304,17.52110239,13.8052405,58.39087297,14.04820734,136.7806452,0.763546798,0.615776631,1.269163141,3.332602691,4.229616498,0.763546798,0.509868421,4.156464349,Covid-19
1,12047,19919,28764,266.2256402,69.51225038,1248.786976,123.8495733,142.2996597,0.604799438,0.96531101,3.829909673,4.690708886,17.96499134,0.604799438,0.418822139,10.0830947,Covid-19
2,780,1612,2886,71.39135863,26.5396985,268.1431816,31.5139151,138.1602564,0.483870968,0.9283331,2.689983785,3.755961321,10.10347505,0.483870968,0.27027027,8.508723235,Covid-19
3,368,587,882,48.36190707,13.81181755,147.2253967,21.64606552,135.451087,0.626916525,0.958351028,3.501487541,3.044242994,10.65937891,0.626916525,0.41723356,6.801485314,Covid-19
4,3732,10857,39420,312.139062,35.79359432,874.6072145,68.93279322,142.6658628,0.343741365,0.993403415,8.720528574,2.801979377,24.43474122,0.343741365,0.094672755,12.68782496,Covid-19
5,471,1301,3420,74.77246759,21.2137953,237.5218613,24.48868771,138.4692144,0.362029208,0.958909739,3.524709584,3.176595195,11.19657553,0.362029208,0.137719298,9.699248247,Covid-19
6,314,495,576,103.5348681,4.563084234,197.9116882,19.99492978,139.7929936,0.634343434,0.999028317,22.68966838,1.911546245,43.37235039,0.634343434,0.545138889,9.898093686,Covid-19
7,4602,8317,21087,283.186389,26.50662145,828.4417382,76.54703381,141.6964363,0.553324516,0.995609759,10.68360936,2.925429224,31.25414304,0.553324516,0.218238725,10.82264978,Covid-19
8,321,865,2000,58.73938961,18.51763715,176.9888527,20.21657473,137.6666667,0.371098266,0.949008408,3.172078011,3.013120393,9.557852944,0.371098266,0.1605,8.754640935,Covid-19
10,155,256,304,83.55672966,2.762188026,124.8700577,14.04820734,134.316129,0.60546875,0.999453447,30.25019618,1.494434478,45.20693614,0.60546875,0.509868421,8.88868271,Covid-19
11,423,692,986,29.03028589,27.59772312,139.8528137,23.20733348,135.0591017,0.611271676,0.310256696,1.05190873,4.817479727,5.067548983,0.611271676,0.429006085,6.02623364,Covid-19
15,2501,3606,5016,76.5196833,49.14350706,471.8427125,56.43024102,132.8112755,0.693566278,0.766509022,1.557065986,6.166292019,9.601323566,0.693566278,0.498604466,8.36152219,Covid-19
16,343,448,792,38.62586053,13.31902077,122.5035713,20.89787463,133.393586,0.765625,0.938668337,2.900052579,3.171542839,9.197640989,0.765625,0.433080808,5.86201102,Covid-19
18,832,1402,2478,55.35637448,25.5819783,221.6579003,32.54743156,133.75,0.593437946,0.886810902,2.163881691,4.004198294,8.664611377,0.593437946,0.335754641,6.810303905,Covid-19
19,439,654,918,56.3603482,12.31318786,144.5330086,23.64216911,134.261959,0.671253823,0.975843099,4.577234494,2.564444919,11.73806574,0.671253823,0.478213508,6.113356517,Covid-19
21,1647,3108,4173,338.9753363,8.79914607,751.5229073,45.79329132,139.4960534,0.52992278,0.999663032,38.52366282,2.217043032,85.40861822,0.52992278,0.394680086,16.41120098,Covid-19
22,750,1157,1386,167.2074152,6.830559871,357.273124,30.90193616,139.1626667,0.648228176,0.999165257,24.47931331,2.136706219,52.305101,0.648228176,0.541125541,11.56151259,Covid-19
1,120,298,496,36.16681079,14.48530357,83.45584412,12.36077446,159.5583333,0.402684564,0.916290766,2.49679343,2.307525665,5.76141492,0.402684564,0.241935484,6.751667896,Covid-19
2,113,187,441,28.78694716,7.094579131,75.9411255,11.99483508,132.380531,0.604278075,0.969155189,4.057597587,2.638040257,10.70410578,0.604278075,0.256235828,6.331152117,Covid-19
4,181,218,350,23.95324961,10.24314263,65.18376618,15.1807891,137.1546961,0.830275229,0.903953575,2.338466862,2.72129115,6.363649177,0.830275229,0.517142857,4.293832539,Covid-19
1,132,205,342,23.08758477,10.53688151,78.21930009,12.96408963,133.8030303,0.643902439,0.889781204,2.19112123,3.387937754,7.423382337,0.643902439,0.385964912,6.033535893,Covid-19
1,1359,3997,4860,508.7317156,7.259229867,796.7056275,41.59726603,144.3627667,0.340005004,0.999898189,70.08067314,1.566062431,109.7507094,0.340005004,0.27962963,19.15283632,Covid-19
3,140,205,299,19.87140879,11.86700839,62.56244584,13.35116236,133.4857143,0.682926829,0.802099743,1.674508701,3.148364894,5.271964408,0.682926829,0.468227425,4.685917538,Covid-19
4,15470,59400,87062,562.7194144,127.147392,2170.732286,140.3460571,143.8872657,0.26043771,0.974138513,4.425725179,3.857574894,17.07256634,0.26043771,0.177689463,15.46699872,Covid-19
5,7849,36807,72240,593.8781677,98.93994867,1416.63979,99.9682809,141.07364,0.21324748,0.986024607,6.002410308,2.385404729,14.31817793,0.21324748,0.108651717,14.17089278,Covid-19
6,19644,31708,39104,361.5573965,83.82916155,2220.857177,158.1503007,141.4453268,0.619528195,0.972750179,4.313026514,6.142474747,26.49265645,0.619528195,0.5023527,14.04269968,Covid-19
7,232,371,572,21.94749073,17.57025085,90.49747468,17.18695943,135.5301724,0.625336927,0.599254574,1.24912791,4.123363158,5.150608005,0.625336927,0.405594406,5.265473225,Covid-19
8,196,256,380,19.05612515,15.33007229,74.56244584,15.79730834,135.2704082,0.765625,0.593993901,1.24305514,3.912781075,4.863802625,0.765625,0.515789474,4.719946224,Covid-19
9,455,852,1518,35.0629984,28.83193666,173.0599205,24.06915023,142.9450549,0.534037559,0.569069345,1.216116656,4.935685151,6.00236892,0.534037559,0.299736495,7.190113438,Covid-19
11,103,159,216,74.92183182,2.008162949,98.86396103,11.45179781,135.3398058,0.647798742,0.999640723,37.30864164,1.31956145,49.23104527,0.647798742,0.476851852,8.633051566,Covid-19
12,448,601,1014,38.56818413,16.56394498,138.9533188,23.88328529,133.4955357,0.745424293,0.9030803,2.328441937,3.6027965,8.38890246,0.745424293,0.441814596,5.818015283,Covid-19
13,150,242,408,22.78104125,12.2200629,80.63351365,13.81976598,130.2733333,0.619834711,0.84395517,1.864232733,3.539500796,6.598453243,0.619834711,0.367647059,5.834651164,Covid-19
14,341,442,700,27.0055339,17.88337002,107.5330086,20.8368588,130.3460411,0.771493213,0.749317142,1.510091995,3.981887896,6.013017036,0.771493213,0.487142857,5.160711104,Covid-19
17,102,145,182,15.75021734,10.29595932,51.04163056,11.39607097,130.6568627,0.703448276,0.756751481,1.529747434,3.240693728,4.957442915,0.703448276,0.56043956,4.478879668,Covid-19
18,406,652,1000,121.5314295,5.912042484,235.6335137,22.73621022,139.3472906,0.622699387,0.998816073,20.55658933,1.938868939,39.85653254,0.622699387,0.406,10.36379904,Covid-19
19,122,182,236,61.87054942,2.986427381,97.3492424,12.46335526,136.8606557,0.67032967,0.998834374,20.71724557,1.573434264,32.59722404,0.67032967,0.516949153,7.810837478,Covid-19
1,226,329,777,35.81477378,9.628517738,86.21930009,16.96325845,132.2876106,0.686930091,0.963184273,3.719656001,2.407366877,8.954576648,0.686930091,0.290862291,5.08270863,Covid-19
2,372,529,880,46.0816481,12.08739085,131.4974747,21.76338923,131.8548387,0.703213611,0.964985348,3.812373461,2.853575775,10.87889655,0.703213611,0.422727273,6.042141383,Covid-19
3,553,663,1152,63.9388378,14.23139465,163.4974747,26.53491037,137.9674503,0.834087481,0.974914828,4.492801962,2.557091751,11.48850684,0.834087481,0.480034722,6.161598906,Covid-19
1,162,254,400,54.10493621,5.525670113,108.491378,14.36192209,132.7592593,0.637795276,0.994771188,9.791561043,2.005202956,19.63406715,0.637795276,0.405,7.55409877,Covid-19
2,1060,2062,4368,65.8915711,30.03984366,264.6995308,36.73736405,134.1745283,0.514064016,0.890031966,2.193472505,4.017198655,8.811614796,0.514064016,0.242673993,7.205185719,Covid-19
3,158,220,375,22.14286122,11.78541762,68.73401872,14.1835062,131.835443,0.718181818,0.846590644,1.878835519,3.104116403,5.832124152,0.718181818,0.421333333,4.846052715,Covid-19
5,543,849,1485,39.82769482,22.84746933,150.3025612,26.29389801,133.0110497,0.639575972,0.81909504,1.7431994,3.77382025,6.578521194,0.639575972,0.365656566,5.716252536,Covid-19
